,X,Y,Z
313375,23995.53601,88114.54376,2310.5562
653140,22803.92841,77414.29502,8481.727267
168985,23428.79581,81647.89276,9445.67
25153,23080.03261,85978.36916,5827.2518
49194,20653.222009999998,77201.16196,7672.7904
441679,25405.120609999998,84612.37996,1947.2612
60235,22513.29241,85368.03356,6931.6686
466994,20362.58601,83609.68576000001,1569.4344
503387,26335.15581,82171.03756,3632.95
659137,24329.76741,78247.45156,9736.306
574536,24925.57121,87329.82656,3182.4642
587595,18938.46961,81662.42456,3414.973
358770,19490.67801,84873.95236,2775.5738
207983,23268.94601,79947.67216,10375.7052
6410,21946.552209999998,85992.90096,6248.674
197709,22644.07861,80572.53956,9910.6876
106979,25623.09761,82301.82376,4432.1990000000005
555037,25550.43861,82505.26896,3298.7186
340287,24751.189609999998,87242.63576,2005.3884
152994,24126.32221,86995.59516,5173.3208
271815,20173.672609999998,83289.98616,7948.8946
408362,21103.70781,84132.83056,1220.6712
375168,20202.73621,86269.00516,2586.6604
491581,25637.629409999998,84990.20676,3502.1638
57342,22004.67941,76183.93596,7643.7268
99060,19112.85121,77651.64776,4461.2626
139628,26306.09221,82810.43676,5144.2572
423915,22222.65641,88768.47476,755.6536
482066,23661.30461,82679.65056000001,3807.3316
56054,18386.26121,78436.36496,7571.0678
264046,21103.70781,78799.65996,7977.9582
192451,20202.73621,78116.66536,9009.716
366446,19781.31401,85251.77916,2862.7646
619197,24148.119909999998,84205.48956,3647.4818
570776,18996.59681,81778.67896,3182.4642
95806,23675.83641,79657.03616,4853.6212
75771,17572.48041,81633.36096,7178.7092
269551,19258.16921,82606.99156000001,7919.831
290252,26189.83781,81720.55176,8704.5482
344716,25405.120609999998,83057.47736,2208.8336
583319,26029.98801,82374.48276,3022.6144
47917,23545.050209999998,77143.03476000001,7411.218000000001
488689,25230.73901,84903.01596,3574.8228
8326,17528.885009999998,81749.61536,6364.9284
393605,24286.17201,86617.76836,1148.0122
70729,21394.34381,84597.84816000001,7222.3046
344488,19287.232809999998,82563.39616,2208.8336
20535,22266.251809999998,78421.83316000001,5928.9744
224035,22411.56981,79453.59096,9518.329
201277,21408.87561,76358.31756,9852.5604
77377,17921.243609999998,82214.63296,7135.1138
282877,22033.74301,76242.06316,8602.8256
127431,17717.79841,78552.61936,5710.9974
633808,20725.88101,78516.28986,8283.126
565989,19011.12861,78814.19176,3269.655
121717,21626.852609999998,78741.53276,5551.1476
121093,22600.48321,78915.91436,5536.6158
194367,24489.61721,77680.71136,9038.7796
227505,26218.90141,79729.69516,9808.965
279903,22847.52381,83348.11336,8544.6984
161830,19853.973009999998,79875.01316,9169.5658
249021,20784.00821,76416.44476,8254.0624
93913,19112.85121,77724.30676,4824.5576
505809,26189.83781,83638.74936,4228.7538
467036,23225.350609999998,89146.30156,1554.9026
528304,21394.34381,80717.85756,3996.245
518481,23835.68621,80848.64376,4374.0718
317690,20231.79981,85949.30556000001,2237.8972
346619,20028.35461,84801.29336,2107.111
364322,20348.05421,85077.39756,2964.4872
507884,19606.932409999998,77143.03476000001,4272.3492
650716,18960.26731,78392.76956,8937.056999999999
372595,20057.41821,84060.17156,2557.5968
500436,21902.95681,82519.80076,3603.8864
583750,19461.61441,83929.38536,3022.6144
521656,25971.86081,82243.69656,4315.9446
385677,24678.530609999998,87678.58976,2615.724
42965,23675.83641,79380.93196,7512.9406
103519,26189.83781,83537.02676000001,4417.6672
150027,17616.07581,78276.51516,5362.2342
366571,25870.13821,82984.81836,2877.2964
599119,21205.43041,81248.26826,9925.2194
631169,26611.260009999998,77099.43936,6110.6219
613272,20638.69021,78167.52666,7018.8594
339875,25390.58881,83784.06736,2005.3884
284699,22062.80661,75733.45016000001,8777.2072
216357,23385.200409999998,81473.51116000001,9561.9244
329626,19737.71861,82258.22836000001,2368.6834
514005,25434.18421,84336.27576,4185.1584
623231,22113.66791,85934.77376,3691.0772
588808,26495.00561,80485.34876000001,9380.2769
321111,24954.63481,83842.19456,2281.4926
141506,18008.434409999998,82389.01456,5129.7254
67455,23428.79581,77331.94816,6888.0732
207232,22019.211209999998,80790.51656,10186.7918
57414,23777.55901,78625.27836,7600.1314
331019,19447.082609999998,82795.90496,2397.7470000000003
10155,17354.50341,79003.10516,6684.628000000001
456047,20638.69021,83682.34476,1424.1164
80040,24126.32221,80107.52196,4722.835
125266,25942.79721,76881.46236,5478.4886
40932,17209.18541,80892.23916,7469.3452
78574,17964.83901,82577.92796,4722.835
424154,21336.21661,85498.81976,770.1854
429115,20144.60901,82374.48276,1758.3478
269413,23327.07321,79250.14576,7919.831
580824,18778.61981,79395.46376,3487.632
137725,25942.79721,81517.10656,5115.1936
286833,24823.84861,77404.60716,8835.3344
366532,25216.20721,83377.17696,2877.2964
217551,23370.66861,81124.74796000001,9634.5834
481535,19025.66041,78044.00636,3807.3316
377036,24998.230209999998,86835.74536,2484.9378
76125,21932.02041,77113.97116,7178.7092
383609,25521.37501,82171.03756,2731.9784
340506,24576.80801,87998.28936,2005.3884
3015,22600.48321,85397.09716,6481.1828
118552,23399.73221,86617.76836,5478.4886
245111,19766.78221,78305.57876,8239.5306
493685,19025.66041,78450.89676,3531.2274
417109,22367.97441,88100.01196,552.2084
273799,23908.34521,79104.82776,8646.421
235744,20188.20441,78305.57876,8108.7444
436161,23167.22341,89088.17436,1714.7524
320824,20391.64961,85774.92396,2281.4926
223645,20115.54541,80034.86296,9518.329
437413,21350.74841,87591.39896,1700.2206
56378,26393.28301,81982.12416,7629.195
349146,24257.10841,87911.09856,2136.1746
472278,25012.76201,85440.69256,3691.0772
49514,17514.35321,78378.23776,7687.3222
204331,21321.68481,81400.85216000001,9852.5604
612590,24562.27621,86581.43886000001,4606.5806
169475,22673.142209999998,76692.54896,9474.7336
159460,22673.142209999998,76808.80336,9314.8838
538563,25259.80261,85789.45576,4039.8404
219234,20711.34921,81778.67896,9605.5198
122938,26509.53741,83042.94556000001,5420.3614
100825,17950.30721,82563.39616,4504.858
462438,23123.62801,88652.22036,1627.5616
414143,22222.65641,87794.84416000001,682.9946
72175,26175.30601,78465.42856,7280.4318
215988,20348.05421,81444.44756,9590.988000000001
360493,25739.35201,81618.82916000001,2775.5738
67835,23617.70921,77070.37576,6902.605
330093,20013.822809999998,81284.59776,2412.2788
458890,20813.071809999998,86370.72776000001,1613.0298
656774,17838.89674,78935.29009,6931.6686
69237,21408.87561,84408.93476,7265.9
547118,25535.90681,84699.57076,3080.7416
531514,23850.21801,82476.20536,3952.6496
548659,25521.37501,80964.89816,3240.5914
543884,19054.724009999998,78697.93736,3255.1232
153170,18008.434409999998,82243.69656,5173.3208
244007,20871.19901,83653.28116,8050.6172
153626,26712.98261,78291.04696,5187.8526
6503,21714.04341,86051.02816,6234.1422
81579,18328.134009999998,77942.28376,4780.9622
439023,23138.15981,88608.62496,1903.6658
649616,22716.73761,77826.02936,9046.0455
109852,26320.62401,82795.90496,4577.517
630099,19534.273409999998,82606.99156000001,2259.6949
245983,20159.14081,78029.47456,8210.466999999999
101926,18778.61981,76285.65856,4490.3262
44510,23617.70921,78697.93736,7367.6226
362357,20580.563009999998,87489.67636,2906.36
213272,21481.53461,75762.51376,10143.1964
655026,26262.49681,83851.88242000001,4466.106533
351265,19694.123209999998,81415.38396,2136.1746
319108,20202.73621,83609.68576000001,2223.3654
153165,18081.093409999998,82316.35556,5173.3208
115359,18124.68881,77215.69376000001,4562.9852
595286,20566.03121,77927.75196000001,7491.1429
196869,22440.63341,80063.92656,9910.6876
97497,21423.40741,79293.74116,4839.0894
237772,22992.841809999998,83784.06736,8137.808000000001
486030,21423.40741,81691.48816000001,3821.8634
511741,19170.97841,77695.24316,4156.0948
506735,20115.54541,86617.76836,4214.222
462487,23733.96361,88855.66556000001,1627.5616
296594,19766.78221,82490.73716,8384.8486
522348,18546.11101,77302.88456,4330.4764
582953,20769.47641,85426.16076,3037.1462
532716,19025.66041,81836.80616000001,3938.1178
499644,26291.56041,80223.77636,3662.0136
217900,23501.45481,80630.66676000001,9634.5834
179710,21568.72541,75094.05096000001,8966.1206
257758,23268.94601,78596.21476,7861.7038
461733,20754.94461,83667.81296,1627.5616
194259,23632.241009999998,77855.09296000001,9038.7796
376743,19127.383009999998,81865.86976,2514.0014
494511,18691.42901,80558.00776000001,3516.6956
338188,23733.96361,88187.20276,1947.2612
272419,22411.56981,77055.84396,7934.3628
632024,24838.380409999998,85520.61746000001,3589.3546
7996,18400.793009999998,78232.91976,6379.4602
77831,17979.37081,82214.63296,7164.1774
385850,20377.11781,86385.25956,2630.2558
73150,26785.64161,78465.42856,7294.9636
21458,25942.79721,75936.89536000001,5914.4426
345556,19955.69561,83769.53556,2194.3018
23022,21888.42501,86080.09176,5972.5698
91872,20929.32621,79715.16336,4926.2802
197721,22658.61041,80427.22156,9910.6876
641764,24722.12601,87526.00586,3879.9906
74868,23792.090809999998,77549.92516,7076.9866
625175,20849.40131,76736.14436,8835.3344
246520,21481.53461,76067.68156,8224.9988
9607,26785.64161,77927.75196000001,6335.8648
508714,26059.05161,82418.07816,4243.2856
425329,21655.91621,86094.62356,741.1218
662056,18953.00141,80499.88056,3255.1232
166558,22077.33841,78436.36496,9416.6064
291082,20696.81741,79075.76416,8748.1436
325964,24736.65781,87809.37596,2470.406
182040,21655.91621,76038.61796,8849.8662
279990,20551.49941,82955.75476,8544.6984
506753,20798.54001,86443.38676000001,4214.222
56343,19912.10021,79511.71816,7629.195
155544,23850.21801,86632.30016,5216.9162
477904,25913.73361,80354.56256,3865.4588
75019,17775.92561,78857.78716,7076.9866
292549,24242.57661,78174.79256,8733.6118
650072,20151.87491,85963.83736,2659.3194
220562,20449.77681,81633.36096,9503.7972
484393,24286.17201,85847.58296,3821.8634
659916,25191.987540000002,84670.50716000001,2780.4177329999998
232546,19912.10021,80398.15796,9721.7742
121849,25681.22481,76765.20796,5551.1476
352540,22876.58741,88753.94296,2804.6374
76376,22091.87021,84641.44356,7193.241
221502,22237.18821,78174.79256,9474.7336
235731,19999.29101,78450.89676,8108.7444
143336,17834.05281,77927.75196000001,4969.8756
405873,24693.06241,86210.87796,1162.5439999999999
131206,17950.30721,82243.69656,5740.061
572195,18938.46961,82185.56936000001,3458.5684
563780,23341.60501,86893.87256,3138.8688
267171,21379.812009999998,76779.73976,8021.5536
215333,21001.98521,75689.85476,9590.988000000001
637704,20725.88101,86559.64116,5136.9913
167636,19258.16921,79003.10516,9402.0746
155861,25971.86081,77549.92516,5245.9798
384824,19359.89181,81894.93336,2717.4466
546069,25434.18421,83551.55856,3153.4006
651560,20180.93851,79686.09976,9009.716
518064,19970.22741,76837.86696,4374.0718
618570,18713.22671,77913.22016,5623.8066
125313,22353.44261,86617.76836,5463.9568
594393,21503.332309999998,85644.13776,6757.286999999999
376215,19635.99601,83042.94556000001,2514.0014
407541,21219.962209999998,85208.18376,1235.203
118728,23123.62801,86850.27716,5478.4886
146672,26480.47381,78799.65996,5304.107
492681,22920.18281,86603.23656,3487.632
539598,18589.70641,83159.19996,4025.3086
74895,20798.54001,77244.75736,7076.9866
249673,19781.31401,77782.43396000001,8166.8716
188437,19665.05961,80005.79936,9125.9704
3734,22716.73761,85992.90096,6452.1192
244255,21888.42501,76590.82636,8065.149
460219,24475.08541,88172.67096,1642.0934
151697,20856.66721,86545.10936,5202.3844
599682,22302.581309999998,84132.83056,7512.9406
91876,20958.38981,79802.35416,4926.2802
595840,21844.82961,84452.53016000001,7185.9751
223630,20464.30861,80165.64916,9518.329
438819,19912.10021,82374.48276,1903.6658
208029,21757.63881,75108.58276,10390.237
345546,20042.88641,83856.72636,2194.3018
164749,23312.541409999998,82752.30956000001,9213.1612
238076,17238.24901,79904.07676,8137.808000000001
190815,21743.10701,75428.28236,9024.2478
399272,21961.08401,88550.49776,1017.2260000000001
452451,20943.85801,87184.50856,1482.2436
608209,21387.07791,79133.89136000001,9590.988000000001
303783,24068.19501,80775.98476,8501.103000000001
507923,18415.32481,77506.32976000001,4272.3492
512184,26349.68761,79264.67756,4199.6902
547049,19301.76461,84423.46656,3153.4006
224183,20929.32621,79584.37716,9532.8608
648863,26044.519809999998,79766.02466,3807.3316
39960,20551.49941,79279.20936000001,7498.4088
615654,23864.74981,85106.46116,3654.7477
48427,22280.78361,77084.90756,7425.7498
561468,25172.61181,86675.89556,3313.2504
598113,19418.01901,83747.73786000001,3051.678
474698,26189.83781,82737.77776,3720.1408
591460,19592.40061,79766.02466,2717.4466
628068,20704.083309999998,87126.38136,2121.6428
305442,20449.77681,78479.96036,8530.1666
48542,21844.82961,76765.20796,7425.7498
165402,22615.01501,76474.57196,9198.6294
240420,20115.54541,83304.51796,8036.0854
630204,24366.09691,79192.01856,5972.5698
214339,21437.93921,80921.30276,10070.5374
55417,18604.23821,77971.34736,7556.536
42085,18284.53861,82040.25136000001,7527.4724
286647,19853.973009999998,81052.08896000001,8835.3344
522954,26407.81481,83755.00376,4301.4128
355012,19301.76461,80514.41236,2848.2328
481232,26436.87841,80281.90356,3879.9906
655380,24063.35108,78509.02396,8491.415133
308003,23428.79581,83362.64516,8413.9122
512042,19200.04201,77738.83856,4199.6902
658126,24775.40928,87751.24876,2402.590933
442996,23603.17741,88419.71156,1918.1976
234676,21699.511609999998,76416.44476,8108.7444
53321,21568.72541,76532.69916,7716.3858
447324,24620.40341,85905.71016,1845.5386
219217,23341.60501,81444.44756,9605.5198
250754,21467.002809999998,76707.08076,8152.3398
235831,20798.54001,76169.40416,8094.2126
283633,19141.91481,78552.61936,8791.739
51534,26277.02861,82069.31496,7716.3858
189072,18880.34241,78218.38796000001,9140.5022
428947,21132.77141,86879.34076,1758.3478
23270,21539.661809999998,85687.73316,5943.5062
305378,22280.78361,83391.70876000001,8472.0394
9927,23879.28161,80354.56256,6699.1598
96531,23545.050209999998,87358.89016,4824.5576
375965,25579.50221,83696.87656,2499.4696
152002,26451.41021,79090.29596,5202.3844
501066,24823.84861,85469.75616,3603.8864
515565,24533.21261,86457.91856,4330.4764
550479,19011.12861,83478.89956,3167.9324
571607,18967.533209999998,83072.00916,3429.5048
555235,26044.519809999998,81836.80616000001,3124.337
240679,21089.17601,78857.78716,8021.5536
303967,21626.852609999998,76125.80876,8501.103000000001
383590,25652.16121,81953.06056,2731.9784
419180,21772.17061,86864.80896000001,871.908
631115,20449.77681,84539.72096,2041.7179
31853,26349.68761,77898.68836,6219.6104
660800,21646.22834,76576.29456000001,7798.732667
290125,19810.37761,81982.12416,8704.5482
591545,21067.37831,77608.05236,6800.8824
210503,25274.33441,78523.55576,10041.4738
579576,19418.01901,79555.31356000001,3037.1462
16426,22338.91081,85513.35156,6510.2464
71840,18444.38841,78291.04696,7324.0272
204790,24751.189609999998,77855.09296000001,9881.624
649431,21793.96831,76140.34056,7876.2356
617338,24932.83711,77390.07536,8762.6754
41442,20638.69021,78610.74656,7469.3452
661280,22164.52921,86031.65242,3860.6148670000002
464587,21001.98521,85368.03356,1525.839
300391,18182.81601,78014.94276,8283.126
166574,21336.21661,78363.70596,9416.6064
338512,20725.88101,85934.77376,1947.2612
340453,21394.34381,87911.09856,2005.3884
122600,23515.98661,87097.31776,5391.2978
522331,18473.45201,77419.13896,4330.4764
573894,24504.14901,86632.30016,2979.0190000000002
655293,24218.35694,85745.86036,3511.8516670000004
587494,19432.55081,84016.57616,3196.9959999999996
427501,24155.38581,86966.53156,828.3126
367696,25143.54821,84844.88876,2848.2328
632960,17688.734809999998,78051.27226,8239.5306
614906,20362.58601,83856.72636,1925.4635
29524,22295.31541,86181.81436,6146.9514
556425,25027.29381,85571.47876,3138.8688
38925,17834.05281,82098.37856,6059.7606
35061,25841.07461,78392.76956,6045.2288
566237,24518.680809999998,87852.97136,3138.8688
570754,26131.71061,81749.61536,3182.4642
138297,21975.61581,86864.80896000001,5071.5982
664871,19487.04506,82806.80381,8036.0854
390993,21786.702409999998,87533.27176,1089.885
381080,20754.94461,87634.99436,2688.383
268286,22440.63341,76343.78576,8007.0218
497756,21481.53461,87940.16216,3632.95
1341,18444.38841,78116.66536,6393.991999999999
516776,19243.63741,76518.16736,4388.6036
13603,20231.79981,77840.56116,6742.7552
482348,25899.20181,83653.28116,3807.3316
640090,21764.90471,88216.26636000001,3211.5278
137965,18662.36541,77767.90216,5115.1936
10697,21437.93921,85513.35156,6699.1598
460018,24940.10301,85150.05656,1598.4979999999998
379933,19519.74161,82868.56396,2528.5332
276358,21873.89321,75791.57736,8690.0164
460514,24344.29921,85673.20136,1642.0934
658638,26364.219409999998,79458.43489,4640.488133
320357,20638.69021,86210.87796,2266.9608
494265,21815.76601,82795.90496,3531.2274
509207,18458.92021,77840.56116,4257.8174
528533,18458.92021,78073.06996000001,3923.586
195435,19810.37761,80456.28516,9038.7796
556156,19476.14621,82156.50576,3269.655
638580,25129.01641,84721.36846,1642.0934
320528,24736.65781,87533.27176,2266.9608
323511,20813.071809999998,87707.65336,2441.3424
90988,17863.11641,82679.65056000001,4940.812
1842,17964.83901,78799.65996,6408.5238
542456,19127.383009999998,81938.52876,3080.7416
553543,21525.13001,83784.06736,3371.3776
402585,20813.071809999998,85426.16076,1322.3938
337267,24431.490009999998,88216.26636000001,1961.793
496337,23981.00421,88012.82116,3647.4818
134458,26611.260009999998,77884.15656,5667.401999999999
318207,19984.75921,83667.81296,2252.429
66074,23777.55901,77026.78036,6917.1368
637009,21350.74841,77440.93666,6655.5644
256314,21772.17061,76997.71676,7832.6402
329286,20275.39521,83900.32176,2368.6834
94955,20827.60361,87068.25416,4795.494000000001
303213,23428.79581,83246.39076000001,8486.5712
428036,24053.66321,87780.31236,784.7172
450211,21278.08941,84568.78456,1438.6482
44998,20071.95001,78102.13356,7382.1544
565211,19083.78761,78828.72356,3313.2504
254565,21452.47101,76532.69916,7847.172
425220,23268.94601,88506.90236000001,726.59
345136,24867.44401,85847.58296,2208.8336
222372,19098.31941,78712.46916000001,9547.3926
630812,17863.11641,82112.91036000001,5892.6449
534989,17979.37081,78261.98336,4097.9676
467229,24605.87161,86181.81436,1554.9026
293149,22004.67941,75544.53676,8748.1436
413453,21437.93921,86196.34616,668.4628
262889,22280.78361,77041.31216,7789.0448
102741,18618.77001,77244.75736,4417.6672
377965,19737.71861,80877.70736,2499.4696
452519,24358.831009999998,86937.46796000001,1482.2436
190794,22077.33841,75530.00496,9024.2478
271709,21757.63881,77055.84396,7948.8946
142374,26843.76881,79453.59096,5013.471
560900,21074.64421,85658.66956000001,3255.1232
129542,21961.08401,78988.57336000001,5769.1246
76359,22426.101609999998,84917.54776,7193.241
28587,26131.71061,78625.27836,5841.7836
434273,23268.94601,88216.26636000001,1685.6888
209569,21641.38441,76707.08076,10346.6416
371928,19621.46421,83246.39076000001,2572.1286
344555,20042.88641,81386.32036,2208.8336
254316,25666.69301,78044.00636,7847.172
486419,20885.73081,87678.58976,3545.7592
495554,25855.60641,82941.22296,3647.4818
629920,24969.16661,83289.98616,2259.6949
1206,20958.38981,78218.38796000001,6437.5874
194506,24460.55361,78218.38796000001,9038.7796
271008,21176.36681,76968.65316,7905.2992
385048,20507.90401,85687.73316,2702.9148
3509,26712.98261,82505.26896,6495.7146
555146,18458.92021,82824.96856000001,3298.7186
478601,26335.15581,82214.63296,3850.927
340273,21365.28021,87533.27176,2005.3884
160012,19883.03661,81415.38396,9300.351999999999
589198,21081.91011,85862.11476,1307.862
140178,23879.28161,79816.88596,5158.789000000001
490681,20217.26801,87082.78596000001,3560.2909999999997
111540,26698.45081,79221.08216,4606.5806
652674,22120.93381,85639.29382,3899.366333
332652,24649.46701,86603.23656,2034.4520000000002
298296,21103.70781,76329.25396,8297.6578
261586,18357.19761,82156.50576,7803.5766
604733,21343.482509999998,80499.88056,4446.7308
570229,18894.874209999998,79235.61396,3022.6144
92579,26262.49681,84002.04436,4926.2802
272854,20115.54541,83086.54096,7919.831
402368,23181.75521,88884.72916,1322.3938
227685,21307.153009999998,76140.34056,9808.965
168556,20478.84041,81066.62076,9402.0746
438176,23327.07321,88158.13916,1700.2206
601503,21641.38441,75595.39806,10956.9772
377894,19098.31941,81560.70196,2499.4696
402175,21147.30321,87678.58976,1322.3938
397268,24169.91761,87823.90776,959.0988
410537,21801.23421,86123.68716,653.931
643619,23392.46631,77956.81556,9242.2248
94367,26059.05161,83275.45436,4780.9622
92007,24940.10301,86516.04576000001,4911.7484
405087,20624.15841,84176.42596000001,1191.6076
272037,22513.29241,83711.40836,7948.8946
507569,26596.72821,79802.35416,4257.8174
480022,18270.00681,79351.86836000001,3894.5224
430678,21001.98521,87518.73996,1743.816
171921,23065.500809999998,82345.41916,9343.9474
395558,23225.350609999998,89146.30156,988.1624
462805,23327.07321,89044.57896,1525.839
382902,19272.70101,83769.53556,2717.4466
528476,24591.339809999998,85833.05116,3909.0542
139899,22033.74301,86879.34076,5158.789000000001
495999,25942.79721,82229.16476,3647.4818
569027,21060.112409999998,83798.59916,3182.4642
65933,22179.061009999998,84990.20676,6815.4142
661257,20653.222009999998,79274.36542,8656.108867
220897,19185.51021,78799.65996,9503.7972
336907,19708.65501,82955.75476,1976.3248
69388,21612.32081,85062.86576,7251.3682
383321,19897.56841,83464.36776000001,2717.4466
466010,23428.79581,88492.37056,1569.4344
482332,26015.45621,83769.53556,3807.3316
471842,26015.45621,82040.25136000001,3763.7362
401364,21118.23961,87678.58976,1249.7348
465145,21336.21661,88143.60736000001,1569.4344
190795,21205.43041,75544.53676,9024.2478
390082,21292.62121,85687.73316,1089.885
81701,20289.92701,79061.23236000001,4780.9622
59212,18458.92021,78160.26076,6975.264
572631,18778.61981,79061.23236000001,3196.9959999999996
18709,21045.58061,77448.20256,6582.9054
55483,19781.31401,80049.39476,7556.536
557626,20217.26801,86457.91856,3298.7186
257665,22527.82421,77143.03476000001,7890.7674
322446,25448.71601,83784.06736,2441.3424
266002,19999.29101,79380.93196,7963.4264
150702,17834.05281,82621.52336,5318.6388
104784,20754.94461,79686.09976,4403.1354
547350,19127.383009999998,83638.74936,3342.3140000000003
201633,19955.69561,80325.49896,9823.4968
199577,20871.19901,80746.92116,9954.283000000001
52656,21990.14761,76736.14436,7701.854
255087,23559.58201,78610.74656,7847.172
290900,23733.96361,83304.51796,8748.1436
88088,26131.71061,82054.78316,4897.2166
170344,20042.88641,80863.17556,9431.1382
364835,19040.19221,81429.91576,2949.9554
609773,21982.881709999998,86239.94156,900.9716
229454,25782.94741,78552.61936,9794.4332
358878,20638.69021,85673.20136,2775.5738
448718,20580.563009999998,83624.21756,1467.7118
549353,18909.40601,81371.78856,3167.9324
261288,17267.31261,80587.07136,7745.4494
376796,20304.45881,85963.83736,2484.9378
57021,26640.32361,78727.00096,7643.7268
189207,19388.95541,78901.38256,9140.5022
350885,19679.59141,82156.50576,2136.1746
352210,19156.44661,82708.71416,2819.1692
258736,19185.51021,82723.24596,7861.7038
316507,24809.31681,85513.35156,2325.0879999999997
525338,21655.91621,85731.32856000001,3952.6496
161884,21001.98521,79104.82776,9184.0976
473586,23937.40881,84859.42056,3676.5454
184575,19839.44121,80790.51656,8878.9298
444334,20071.95001,82025.71956,1845.5386
519689,18270.00681,78552.61936,4301.4128
495679,25753.88381,82650.58696,3647.4818
255506,21873.89321,76707.08076,7832.6402
371458,25317.929809999998,84365.33936,2572.1286
321200,24271.640209999998,87707.65336,2252.429
147308,18764.08801,77971.34736,5318.6388
181178,23225.350609999998,83013.88196,8849.8662
307872,19694.123209999998,82374.48276,8413.9122
566171,25405.120609999998,83173.73176,3109.8052
435713,20682.28561,84859.42056,1671.1570000000002
635579,23167.22341,86668.62966,5710.9974
370060,20507.90401,85469.75616,2877.2964
497260,18647.833609999998,83842.19456,3632.95
209047,21437.93921,75137.64636,10303.0462
51863,23210.81881,77927.75196000001,7716.3858
378890,19621.46421,82141.97396,2543.065
522213,26582.19641,81037.55716,4330.4764
418599,22135.46561,87664.05796,537.6766
591226,20871.19901,77244.75736,7825.3743
413185,22774.86481,89117.23796,668.4628
341540,20435.24501,85629.60596,1990.8566
507616,21016.51701,80165.64916,4257.8174
638457,24780.25321,84910.28186,1598.4979999999998
283907,20696.81741,77753.37036,8791.739
463634,25027.29381,85542.41516,1540.3708
597868,22041.00891,86167.28256,813.7808
265289,19447.082609999998,78697.93736,7963.4264
408980,22237.18821,88928.32456000001,1220.6712
232374,20769.47641,75239.36896,9736.306
171598,23545.050209999998,82040.25136000001,9329.4156
461551,21045.58061,87344.35836,1627.5616
243140,18822.21521,82374.48276,8050.6172
657965,23341.60501,79264.67756,5522.084
611823,26044.519809999998,83042.94556000001,4570.2511
579864,18851.27881,83813.13096000001,3400.4412
162452,23559.58201,78145.72896000001,9184.0976
150073,27003.61861,78886.85076,5362.2342
62042,22062.80661,76401.91296,7062.4548
140149,26015.45621,77637.11596,5173.3208
381092,20914.79441,87765.78056,2688.383
534164,24475.08541,87576.86716000001,4097.9676
36142,18502.51561,78145.72896000001,6016.1652
630332,25506.84321,84474.32786,2237.8972
653414,19878.19268,83091.38489,8326.7214
492533,25782.94741,82025.71956,3487.632
252932,23733.96361,78988.57336000001,8181.4034
331818,20115.54541,83682.34476,2397.7470000000003
255720,25928.26541,78479.96036,7818.1084
112383,20929.32621,87169.97676,4562.9852
521428,24300.70381,86109.15536,4315.9446
635986,23545.050209999998,83398.97466,8530.1666
317818,20653.222009999998,87315.29476,2237.8972
485963,26349.68761,79889.54496,3821.8634
310282,21655.91621,76779.73976,8457.5076
545459,18880.34241,79366.40016,3080.7416
549630,25506.84321,81299.12956,3167.9324
76827,19766.78221,79744.22696,7193.241
581383,18807.683409999998,80136.58556,3487.632
39011,26436.87841,76837.86696,6074.2924
347904,20449.77681,83464.36776000001,2092.5792
264270,21321.68481,76561.76276,7977.9582
239073,20246.33161,83042.94556000001,8123.2762
45191,19781.31401,80819.58016,7382.1544
373887,25143.54821,84728.63436,2601.1922
274706,24228.04481,82955.75476,8646.421
141521,26465.94201,83522.49496,5129.7254
33001,22367.97441,86080.09176,6176.015
139385,25361.52521,76968.65316,5158.789000000001
56614,21437.93921,76866.93056000001,7629.195
629308,20515.16991,78465.42856,8355.785
233869,25346.99341,78116.66536,9707.2424
608420,20580.563009999998,87184.50856,2753.7761
231838,21481.53461,81488.04296,9663.646999999999
274012,21873.89321,75617.19576,8646.421
12684,21961.08401,77404.60716,6771.8188
118328,21219.962209999998,86617.76836,5507.5522
477036,23036.43721,88143.60736000001,3850.927
109025,24169.91761,80921.30276,4577.517
215800,23515.98661,80441.75336,9605.5198
377815,24431.490009999998,88012.82116,2484.9378
574961,19098.31941,82258.22836000001,3211.5278
261488,20144.60901,78756.06456,7803.5766
617353,24816.58271,77608.05236,8762.6754
579405,20391.64961,86719.49096,3400.4412
502959,23327.07321,84757.69796,3618.4182
516133,26015.45621,80935.83456,4345.0082
560130,18851.27881,83406.24056,3284.1868
341398,20086.48181,81255.53416,2005.3884
108176,22920.18281,87504.20816000001,4592.0488
232317,22397.03801,75907.83176,9736.306
586329,18923.93781,81764.14716000001,3196.9959999999996
42180,21830.29781,84437.99836,7542.0042
477769,18168.284209999998,79351.86836000001,3865.4588
49796,21205.43041,84292.68036,7672.7904
256783,18633.30181,82432.60996,7876.2356
396063,24024.59961,87431.54916000001,988.1624
60857,22033.74301,85019.27036000001,6946.2004
516425,18270.00681,78291.04696,4345.0082
525584,26495.00561,80950.36636,3967.1814
336925,19897.56841,83275.45436,1976.3248
417091,21597.78901,86879.34076,552.2084
65653,26553.13281,78261.98336,6829.946
334439,20275.39521,82229.16476,2034.4520000000002
165184,21379.812009999998,78523.55576,9198.6294
340407,23050.96901,88753.94296,2005.3884
273439,23922.87701,78276.51516,7934.3628
305985,22397.03801,76692.54896,8530.1666
93476,19999.29101,78683.40556,4824.5576
388239,25346.99341,82112.91036000001,2659.3194
251697,23632.241009999998,79497.18636,8195.9352
