,X,Y,Z
113835,18705.96081,77971.34736,4519.3898
608308,19621.46421,79511.71816,9598.2539
365772,25652.16121,83464.36776000001,2949.9554
563716,18299.07041,80034.86296,3269.655
611441,18437.12251,77738.83856,4243.2856
338682,24620.40341,87475.14456,1947.2612
469900,26480.47381,80775.98476,3778.268
38304,20595.09481,80325.49896,6045.2288
43972,22280.78361,84350.80756,7512.9406
149858,25913.73361,77172.09836,5376.766
55199,21641.38441,84496.12556,7556.536
61701,24068.19501,79075.76416,7062.4548
39226,17790.45741,78712.46916000001,7483.8769999999995
17077,22789.39661,85963.83736,6524.7782
233972,21612.32081,79221.08216,9721.7742
125270,25899.20181,76779.73976,5478.4886
574068,25085.42101,85019.27036000001,3458.5684
150308,25957.329009999998,78000.41096000001,5333.1706
405183,20740.412809999998,84147.36236,1206.1394
583172,25594.03401,83769.53556,3414.973
132618,26669.38721,78843.25536,5623.8066
320411,24881.97581,86370.72776000001,2266.9608
326412,25419.65241,82432.60996,2455.8742
416041,21932.02041,86966.53156,435.954
33805,18313.60221,78392.76956,6205.0786
538233,19214.573809999998,77608.05236,4039.8404
576264,18676.89721,81081.15256,3211.5278
271301,18560.64281,77622.58416,7948.8946
39859,17819.52101,81706.01996,7498.4088
198392,23399.73221,80107.52196,9983.3466
234040,20784.00821,75733.45016000001,9721.7742
507937,19490.67801,76503.63556,4272.3492
242144,22048.27481,83813.13096000001,8065.149
630133,21823.031909999998,83260.92256,8326.7214
665960,26534.96806,77484.53206,5852.68245
524933,24489.61721,85920.24196,3952.6496
285194,23457.85941,82665.11876,8762.6754
234487,23370.66861,81676.95636,9707.2424
69350,21278.08941,84772.22976,7251.3682
4864,17717.79841,81909.46516,6466.651
322077,25187.14361,84990.20676,2266.9608
600798,26037.25391,84220.02136,4359.54
194853,22862.05561,82781.37316,9038.7796
107858,18546.11101,77971.34736,4592.0488
391188,23530.51841,89044.57896,1089.885
113976,21757.63881,87329.82656,4504.858
442851,20246.33161,84365.33936,1932.7294
435895,24911.039409999998,86036.49636,1671.1570000000002
176741,22862.05561,79177.48676,8951.5888
395383,21597.78901,88230.79816,973.6306
242896,22135.46561,76329.25396,8079.6808
314906,25056.35741,84220.02136,2296.0244
103872,18996.59681,77491.79796,4403.1354
420002,23254.41421,89030.04716,871.908
585659,24213.51301,88041.88476,3167.9324
164656,22426.101609999998,76532.69916,9227.693000000001
28398,21205.43041,86385.25956,5841.7836
628696,23232.61651,83144.66816,8341.2532
628071,17710.53251,82011.18776,5812.72
138435,20101.013609999998,79075.76416,5071.5982
71676,23283.47781,77201.16196,7338.559
439820,25288.86621,84467.06196,1889.134
181544,23123.62801,83130.13636,8864.398000000001
388773,20667.75381,85992.90096,2659.3194
30260,26451.41021,77927.75196000001,6161.4832
206730,21452.47101,76038.61796,10172.26
278085,24315.23561,78349.17416000001,8675.4846
385872,24983.69841,86617.76836,2630.2558
30102,25579.50221,77680.71136,6176.015
131068,21641.38441,78538.08756,5740.061
537907,25782.94741,80514.41236,4039.8404
517372,26465.94201,81081.15256,4388.6036
86899,26669.38721,80572.53956,4679.2396
25035,26393.28301,82955.75476,5812.72
225443,26160.77421,79729.69516,9779.9014
202311,21307.153009999998,76125.80876,9838.0286
203898,26029.98801,79206.55036000001,9896.1558
73560,25957.329009999998,77927.75196000001,7120.581999999999
390090,21408.87561,85760.39216,1089.885
268454,18647.833609999998,82345.41916,7992.49
187902,24271.640209999998,77477.26616,9082.375
222049,23123.62801,82229.16476,9474.7336
503235,18923.93781,81865.86976,3632.95
243853,23472.391209999998,77709.77496,8065.149
273692,20929.32621,78305.57876,8646.421
653180,21239.33794,86036.49636,1458.023933
391860,21525.13001,85091.92936000001,1060.8214
97152,26146.24241,83566.09036,4839.0894
594423,20253.59751,80078.45836,9518.329
240356,22062.80661,83755.00376,8036.0854
395648,20798.54001,84626.91176,1002.6942
624924,24496.88311,88085.48016,1831.0068
290764,20507.90401,82592.45976,8748.1436
647395,23167.22341,84641.44356,3771.0021
621368,25361.52521,78102.13356,8116.0103
254332,23138.15981,78014.94276,7847.172
425749,21437.93921,85295.37456,755.6536
480382,22832.992009999998,86007.43276,3865.4588
263919,21147.30321,78305.57876,7977.9582
312896,20013.822809999998,84016.57616,2310.5562
71446,26233.43321,78450.89676,7309.4954
83659,20740.412809999998,86457.91856,4650.1759999999995
67059,22455.16521,85455.22436000001,6917.1368
138010,18894.874209999998,78000.41096000001,5115.1936
272777,20522.43581,83624.21756,7919.831
190093,24562.27621,77724.30676,9125.9704
411265,21554.19361,86312.60056,624.8674
97168,23951.940609999998,86327.13236,4839.0894
426721,21975.61581,86283.53696,813.7808
273236,21612.32081,83580.62216,7934.3628
476439,22222.65641,88259.86176,3705.6090000000004
267966,21583.25721,76895.99416,7992.49
7240,26698.45081,82534.33256,6263.2058
353987,24707.59421,86850.27716,2833.7009999999996
186328,23152.691609999998,82955.75476,9096.9068
307912,26247.96501,81720.55176,8413.9122
495368,18880.34241,82374.48276,3516.6956
485160,18647.833609999998,79293.74116,3821.8634
307934,26553.13281,81357.25676,8413.9122
466866,23050.96901,88753.94296,1554.9026
235036,22702.20581,83885.78996000001,8094.2126
665527,20337.15536,79409.99556,7033.3912
373853,25099.95281,84539.72096,2601.1922
139604,26625.79181,82955.75476,5144.2572
218705,24751.189609999998,77840.56116,9620.0516
646053,24998.230209999998,85934.77376,2521.2673
14574,21743.10701,85150.05656,6742.7552
484574,26088.11521,83842.19456,3836.3952
408167,20856.66721,84292.68036,1249.7348
380033,25056.35741,83537.02676000001,2528.5332
68403,17732.33021,81836.80616000001,6888.0732
10425,20013.822809999998,80543.47596,6713.6916
5508,17427.16241,78828.72356,6306.8012
295061,19926.63201,82432.60996,8341.2532
305566,21031.04881,78959.50976,8530.1666
446918,20842.13541,87358.89016,1845.5386
333246,25201.67541,83595.15396,2048.9838
204050,26073.58341,79003.10516,9867.0922
349366,25405.120609999998,84292.68036,2136.1746
262967,26538.60101,81735.08356,7774.513000000001
655595,21278.08941,79598.90896,4461.2626
137794,25070.88921,76823.33516,5115.1936
8729,22484.22881,86210.87796,6321.3330000000005
218554,23704.90001,80034.86296,9649.1152
332787,25390.58881,84408.93476,2048.9838
5822,22629.54681,85615.07416,6292.2694
124223,23617.70921,86269.00516,5391.2978
75800,26509.53741,82141.97396,7178.7092
639454,21227.22811,78668.87376,9285.8202
501419,26277.02861,82461.67356,3589.3546
260264,21147.30321,77157.56656,7745.4494
483698,26131.71061,81836.80616000001,3792.7998
382328,24475.08541,87053.72236,2673.8512
330751,24838.380409999998,85586.01056,2412.2788
455837,21045.58061,85019.27036000001,1409.5846
451956,22353.44261,88579.56136,1467.7118
323850,24983.69841,83420.77236,2426.8106
553131,18836.74701,82926.69116,3371.3776
418000,23719.43181,88056.41656,508.61300000000006
466574,23574.11381,88506.90236000001,1540.3708
153833,23937.40881,79918.60856000001,5187.8526
385150,24794.78501,86516.04576000001,2702.9148
654398,26160.77421,81706.01996,3923.586
431075,24983.69841,85789.45576,1743.816
441662,20609.62661,84670.50716000001,1947.2612
358558,18938.46961,79787.82236,2746.5102
599620,25376.05701,84263.61676,2884.5623
273539,24315.23561,79162.95496,7934.3628
238355,20696.81741,77462.73436,8123.2762
51301,24213.51301,78988.57336000001,7658.2586
54798,26495.00561,82083.84676,7585.5996
89943,18691.42901,77826.02936,4897.2166
154033,23268.94601,87111.84956,5245.9798
524339,26218.90141,81996.65596,3981.7132
125782,23167.22341,86051.02816,5463.9568
198839,24213.51301,78378.23776,9997.8784
93456,20159.14081,78770.59636,4824.5576
529580,25288.86621,85978.36916,3894.5224
479658,25129.01641,85033.80216,3879.9906
645457,18953.00141,77622.58416,5282.3093
46104,21554.19361,76997.71676,7367.6226
336772,24838.380409999998,84423.46656,2063.5156
121365,21307.153009999998,86138.21896,5522.084
363935,22702.20581,88594.09316,2949.9554
375538,25753.88381,83813.13096000001,2586.6604
407069,24518.680809999998,86167.28256,1235.203
519589,25768.41561,79279.20936000001,4301.4128
57448,22019.211209999998,84583.31636,7600.1314
500882,25317.929809999998,85280.84276,3603.8864
33941,23806.62261,80151.11736,6190.5468
545181,26117.178809999998,82766.84136,3356.8458
467483,26320.62401,80354.56256,3749.2044
332797,25187.14361,84336.27576,2048.9838
489302,25753.88381,80092.99016,3589.3546
641088,24547.74441,86777.61816,5078.8641
145089,23879.28161,79875.01316,5057.0664
587938,20246.33161,83195.52946,7861.7038
138644,24053.66321,80034.86296,5071.5982
213707,22048.27481,80746.92116,10128.6646
33,17427.16241,81764.14716000001,6423.0556
436281,21219.962209999998,87925.63036,1714.7524
256896,19272.70101,78189.32436,7876.2356
410188,23225.350609999998,88303.45716,653.931
122388,17804.98921,82200.10116,5405.8296
547694,19330.82821,84670.50716000001,3153.4006
31222,20624.15841,79162.95496,6132.4196
600967,18727.75851,79584.37716,2993.5508
161061,23036.43721,78029.47456,9285.8202
246691,21830.29781,76300.19036000001,8224.9988
370017,19955.69561,85992.90096,2877.2964
93212,19054.724009999998,78407.30136,4810.0258
388469,19243.63741,79918.60856000001,2673.8512
154237,26277.02861,82403.54636000001,5245.9798
223508,21336.21661,81429.91576,9547.3926
344920,20202.73621,82272.76016,2223.3654
296277,21728.57521,76140.34056,8399.3804
113087,25390.58881,81618.82916000001,4533.9216
21386,26712.98261,77549.92516,5914.4426
84854,26306.09221,82141.97396,4635.6442
350625,25259.80261,83406.24056,2121.6428
9953,23545.050209999998,79235.61396,6699.1598
43890,22411.56981,84801.29336,7512.9406
364269,19970.22741,85658.66956000001,2964.4872
461152,23123.62801,89146.30156,1642.0934
160597,26335.15581,80558.00776000001,9271.2884
216492,20958.38981,75413.75056,9576.4562
207362,23254.41421,80558.00776000001,10172.26
139902,21496.06641,86879.34076,5158.789000000001
554939,18807.683409999998,81241.00236,3298.7186
273366,23414.26401,78552.61936,7934.3628
644338,18386.26121,77855.09296000001,5107.9277
22979,22920.18281,86152.75076,5972.5698
472431,18429.85661,83260.92256,3691.0772
35547,25158.080009999998,78334.64236,6001.6334
484118,25172.61181,85251.77916,3821.8634
635170,20413.44731,83333.58156,2063.5156
624422,19955.69561,82287.29196,1838.2727
592092,24714.860109999998,85978.36916,1206.1394
653441,23908.34521,78848.09929,10123.820670000001
558422,18400.793009999998,79322.80476,3284.1868
500028,18240.943209999998,82650.58696,3662.0136
618276,20994.71931,78320.11056,8646.421
87133,20435.24501,86574.17296,4664.7078
506865,22949.24641,87969.22576,4214.222
351876,19156.44661,84249.08496000001,2804.6374
530283,26247.96501,82505.26896,3909.0542
67185,18923.93781,78232.91976,6902.605
211809,23298.00961,80383.62616,10012.4102
36174,21365.28021,78247.45156,6016.1652
102894,18894.874209999998,78116.66536,4417.6672
390989,24344.29921,87489.67636,1089.885
251157,20536.96761,83478.89956,8152.3398
605700,20958.38981,84169.16006000001,1089.885
119752,26247.96501,77593.52056,5565.6794
659417,18996.59681,84418.62262000001,3352.0018670000004
152146,26727.51441,79671.56796,5216.9162
48211,20304.45881,79424.52736000001,7396.6862
472629,25550.43861,83348.11336,3691.0772
504287,24010.06781,87983.75756,3603.8864
477271,25361.52521,85905.71016,3850.927
407460,24518.680809999998,85687.73316,1235.203
589184,22949.24641,86973.79746,3153.4006
626994,22818.46021,86080.09176,6023.4311
450084,24431.490009999998,88419.71156,1438.6482
591951,20638.69021,87344.35836,4018.0427
139688,26088.11521,81938.52876,5144.2572
641289,24024.59961,82410.81226,9155.034
496123,21016.51701,82069.31496,3647.4818
214804,22222.65641,81124.74796000001,10085.0692
452375,24969.16661,85266.31096,1482.2436
140826,22179.061009999998,86893.87256,5115.1936
389425,19447.082609999998,81589.76556,2644.7876
360720,18923.93781,82112.91036000001,2775.5738
424639,22367.97441,88332.52076,770.1854
576656,18807.683409999998,80834.11196000001,3211.5278
65386,20318.99061,77767.90216,6829.946
580537,25027.29381,85716.79676,3385.9094
33819,18328.134009999998,78421.83316000001,6205.0786
97097,26320.62401,83101.07276,4824.5576
116136,19069.25581,77738.83856,4548.4534
192419,24024.59961,77942.28376,9009.716
537331,26247.96501,80485.34876000001,4127.0312
12554,17804.98921,82171.03756,6757.286999999999
242645,24053.66321,78712.46916000001,8079.6808
511391,21060.112409999998,80935.83456,4156.0948
500092,25768.41561,84307.21216,3662.0136
300528,21699.511609999998,76358.31756,8326.7214
526133,22426.101609999998,88012.82116,3996.245
287395,20885.73081,77796.96576,8806.2708
121562,26524.069209999998,77855.09296000001,5551.1476
453980,21001.98521,83798.59916,1380.521
135398,26698.45081,82752.30956000001,5667.401999999999
549049,18299.07041,79540.78176,3385.9094
624542,24271.640209999998,77978.61326,8849.8662
653312,19064.41188,78542.93149,9314.8838
1096,20914.79441,78552.61936,6437.5874
403860,20362.58601,84220.02136,1307.862
592728,18778.61981,77586.25466,4068.9040000000005
495502,21815.76601,82781.37316,3516.6956
48874,20115.54541,79293.74116,7672.7904
426769,22048.27481,87373.42196,813.7808
297616,22920.18281,76111.27696,8384.8486
145497,26131.71061,78116.66536,5028.0028
179866,24736.65781,77273.82096,8966.1206
25485,26640.32361,78378.23776,5827.2518
557503,25346.99341,83725.94016,3298.7186
75060,23821.15441,77826.02936,7076.9866
338350,19621.46421,82040.25136000001,1961.793
97785,18211.87961,78363.70596,4475.7944
527361,18124.68881,78944.97796,3996.245
100262,19185.51021,77288.35276000001,4504.858
121451,26146.24241,77186.63016,5536.6158
399209,23995.53601,87300.76296000001,1017.2260000000001
511612,26538.60101,81444.44756,4156.0948
310637,22019.211209999998,83304.51796,8442.9758
389842,19447.082609999998,84263.61676,2644.7876
531252,25797.479209999998,84394.40296,3938.1178
498699,24358.831009999998,84045.63976,3676.5454
646057,26117.178809999998,81473.51116000001,8944.3229
103172,24649.46701,87213.57216,4403.1354
119333,23399.73221,86486.98216,5493.0204
65416,23094.56441,77927.75196000001,6829.946
417682,23254.41421,88114.54376,566.7402
451266,20609.62661,82912.15936,1511.3072
513251,19708.65501,77084.90756,4185.1584
445348,24649.46701,86298.06876000001,1816.475
524016,25899.20181,84365.33936,3967.1814
304514,22411.56981,76910.52596,8472.0394
141747,20885.73081,79962.20396,4998.9392
121623,25477.779609999998,77113.97116,5551.1476
413754,23007.37361,88129.07556,682.9946
379956,25346.99341,83987.51256,2528.5332
449166,23210.81881,88695.81576,1453.18
66678,23385.200409999998,77433.67076000001,6931.6686
484009,26306.09221,80049.39476,3836.3952
598945,23712.16591,79409.99556,9939.7512
82458,19054.724009999998,77811.49756,4766.4304
3342,26146.24241,78029.47456,6510.2464
611211,20442.51091,86632.30016,4228.7538
304803,22367.97441,76532.69916,8486.5712
587582,25637.629409999998,81546.17016000001,3196.9959999999996
309997,20507.90401,83144.66816,8399.3804
576780,18923.93781,83740.47196,2993.5508
232030,21786.702409999998,81647.89276,9663.646999999999
440152,22978.31001,88739.41116,1874.6022
157808,22208.12461,78392.76956,9242.2248
665871,19247.27036,77499.06386000001,4217.85495
183544,19694.123209999998,81444.44756,8893.4616
341959,19708.65501,82287.29196,2179.77
570051,25041.82561,86196.34616,3008.0826
118880,17935.77541,78392.76956,5478.4886
543075,18923.93781,80092.99016,3356.8458
218898,19112.85121,78930.44616,9620.0516
609975,25223.47311,84583.31636,3066.2098
311368,23995.53601,80964.89816,8457.5076
4026,18909.40601,78174.79256,6452.1192
233519,23545.050209999998,81066.62076,9707.2424
34985,21307.153009999998,78741.53276,6045.2288
322778,19127.383009999998,81357.25676,2441.3424
166232,20798.54001,79642.50436,9416.6064
522078,26393.28301,81444.44756,4330.4764
360122,20624.15841,85527.88336,2761.042
294414,21045.58061,76721.61256000001,8341.2532
349278,25405.120609999998,84743.16616000001,2136.1746
52355,22019.211209999998,83972.98076,7716.3858
441472,25419.65241,84539.72096,1947.2612
371952,21510.59821,88056.41656,2543.065
97736,18720.49261,78291.04696,4475.7944
7962,21132.77141,78044.00636,6379.4602
11744,21423.40741,85498.81976,6670.0962
12388,17950.30721,82025.71956,6771.8188
442951,22048.27481,88158.13916,1918.1976
654139,19461.61441,82577.92796,8457.5076
429461,20696.81741,82912.15936,1772.8796
362700,20624.15841,85397.09716,2906.36
267128,22847.52381,77201.16196,8021.5536
573896,22731.26941,88521.43416,3182.4642
393870,21597.78901,85760.39216,1118.9486
378363,25129.01641,84437.99836,2528.5332
555500,18604.23821,79017.63696,3298.7186
637978,21001.98521,77353.74586,6524.7782
74540,17804.98921,81793.21076,7076.9866
395641,23748.49541,88855.66556000001,988.1624
60020,18037.49801,82083.84676,6946.2004
328140,19708.65501,82883.09576,2383.2152
267749,23559.58201,79366.40016,7992.49
53246,26422.34661,82272.76016,7701.854
552206,19345.36001,78625.27836,3371.3776
547712,19432.55081,84655.97536,3153.4006
170398,23617.70921,80921.30276,9431.1382
275897,18865.81061,78102.13356,8631.8892
273182,21452.47101,83551.55856,7934.3628
37900,18982.06501,78145.72896000001,6059.7606
438401,20507.90401,84554.25276,1903.6658
141375,26422.34661,79046.70056,5144.2572
277122,21844.82961,76561.76276,8690.0164
290832,25782.94741,81923.99696,8748.1436
624508,22658.61041,78152.99486,8849.8662
646042,23159.95751,88419.71156,1729.2842
337655,21684.97981,88070.94836000001,1976.3248
404252,20377.11781,84597.84816000001,1322.3938
362107,25477.779609999998,81778.67896,2935.4236
249412,23632.241009999998,79497.18636,8166.8716
232985,20449.77681,81081.15256,9736.306
300975,23080.03261,83551.55856,8312.1896
558249,26117.178809999998,82606.99156000001,3138.8688
430345,24707.59421,87809.37596,1729.2842
313830,24722.12601,86937.46796000001,2310.5562
411230,21597.78901,85905.71016,624.8674
649779,23566.84791,82577.92796,3807.3316
389473,24925.57121,86879.34076,2644.7876
417849,21583.25721,86370.72776000001,581.2719999999999
276253,21801.23421,76024.08616,8690.0164
402418,21844.82961,88652.22036,1322.3938
164065,18894.874209999998,78349.17416000001,9213.1612
628927,24678.530609999998,87475.14456,2216.0995
444616,24504.14901,85106.46116,1816.475
401475,21946.552209999998,88768.47476,1249.7348
320377,20638.69021,86138.21896,2266.9608
178277,19839.44121,82171.03756,8922.5252
68466,20740.412809999998,78320.11056,7251.3682
231419,21045.58061,75864.23636,9663.646999999999
523874,18735.024409999998,78392.76956,3981.7132
272303,18793.15161,82563.39616,7948.8946
243066,22934.71461,77259.28916,8079.6808
30591,22600.48321,79046.70056,6117.8878
397068,21786.702409999998,87489.67636,959.0988
15262,21060.112409999998,77448.20256,6553.8418
206270,21350.74841,75922.36356,10230.3872
14081,21263.55761,77361.01176000001,6757.286999999999
652321,25361.52521,86118.84322000001,3584.510667
320398,20493.372209999998,86704.95916,2266.9608
57708,22309.84721,77099.43936,7614.6632
590139,18400.793009999998,77949.54966,7789.0448
21921,21278.08941,85949.30556000001,5899.9108
137231,23254.41421,87184.50856,5086.13
123002,23995.53601,80122.05376,5420.3614
185823,25477.779609999998,77578.98876000001,9096.9068
142501,26189.83781,81822.27436,5013.471
606885,25579.50221,84190.95776,2797.3715
254388,22120.93381,77012.24856,7847.172
235189,23370.66861,79279.20936000001,8108.7444
217330,19853.973009999998,80398.15796,9576.4562
165768,22716.73761,76547.23096,9213.1612
616219,20507.90401,82577.92796,8769.9413
643917,25928.26541,82832.23446,3865.4588
266447,21118.23961,78523.55576,8007.0218
332873,20406.18141,85658.66956000001,2048.9838
191846,19781.31401,80223.77636,8995.1842
11857,21016.51701,77680.71136,6684.628000000001
465322,20885.73081,84685.03896,1569.4344
71157,23661.30461,77884.15656,7309.4954
579757,19011.12861,81575.23376,3037.1462
575480,24286.17201,85862.11476,3444.0366
473224,20144.60901,86835.74536,3691.0772
481011,26160.77421,81589.76556,3879.9906
187348,23283.47781,78944.97796,9067.8432
412962,24010.06781,87518.73996,712.0582
153466,24155.38581,86879.34076,5187.8526
609766,22673.142209999998,81793.21076,9816.2309
180759,20813.071809999998,78538.08756,8966.1206
431593,21714.04341,87518.73996,1787.4114
498553,19069.25581,82752.30956000001,3676.5454
278672,22905.651009999998,77840.56116,8573.761999999999
592908,21016.51701,77143.03476000001,6895.3391
275520,19665.05961,82476.20536,8631.8892
549748,25594.03401,81691.48816000001,3167.9324
335084,20638.69021,86893.87256,2078.0474
212135,24431.490009999998,78102.13356,10041.4738
402615,24605.87161,86472.45036,1322.3938
174438,22716.73761,78421.83316000001,9387.5428
64842,26465.94201,82359.95096,6800.8824
336061,20784.00821,85963.83736,2048.9838
471714,24896.50761,85193.65196,3763.7362
308625,17587.01221,78552.61936,8428.444
206502,21452.47101,80892.23916,10157.7282
563585,21292.62121,84365.33936,3255.1232
629682,19345.36001,81640.62686,2252.429
449020,21699.511609999998,88027.35296,1453.18
141398,21118.23961,86327.13236,5129.7254
388124,25230.73901,82243.69656,2659.3194
18587,22077.33841,85644.13776,6582.9054
617196,22898.38511,88288.92536000001,3662.0136
433580,20784.00821,84481.59376,1685.6888
115068,26756.57801,79366.40016,4562.9852
251816,26480.47381,81764.14716000001,8195.9352
145248,26451.41021,83406.24056,5057.0664
517743,26102.64701,80790.51656,4388.6036
71105,21510.59821,84437.99836,7309.4954
145861,19040.19221,77535.39336,5028.0028
163078,19883.03661,79831.41776,9155.034
648868,22556.88781,88092.74606,1656.6252
519634,25957.329009999998,79468.12276,4301.4128
4196,17616.07581,81764.14716000001,6452.1192
604278,22004.67941,85012.00446,7251.3682
218273,23167.22341,81560.70196,9649.1152
255545,21844.82961,75530.00496,7832.6402
78984,21074.64421,87140.91316,4737.3668
106758,19708.65501,76794.27156000001,4432.1990000000005
11479,26364.219409999998,78145.72896000001,6655.5644
330092,19970.22741,81662.42456,2412.2788
658943,21413.719540000002,80901.92702,9692.7106
69065,19795.84581,79627.97256000001,7265.9
525364,25346.99341,85702.26496,3952.6496
186085,20013.822809999998,81807.74256,9082.375
189223,19258.16921,78872.31896,9140.5022
309900,23181.75521,77288.35276000001,8413.9122
463795,21147.30321,86080.09176,1511.3072
361040,24722.12601,87751.24876,2761.042
323948,19229.10561,81328.19316,2426.8106
642626,21670.44801,76859.66466000001,7948.8946
160498,26335.15581,80892.23916,9271.2884
202919,22280.78361,80819.58016,9881.624
42849,20377.11781,77695.24316,7512.9406
487829,22934.71461,86327.13236,3531.2274
435396,21219.962209999998,87169.97676,1671.1570000000002
307727,17412.63061,79947.67216,8515.6348
172405,23399.73221,82476.20536,9314.8838
292880,23021.90541,82955.75476,8733.6118
352931,19737.71861,83435.30416,2790.1056
108992,24068.19501,80340.03076000001,4577.517
214986,21961.08401,75820.64096,10099.601
424787,21525.13001,85426.16076,784.7172
540500,19795.84581,76895.99416,4068.9040000000005
10467,26247.96501,78102.13356,6713.6916
649758,18473.45201,77942.28376,4977.1415
602876,22222.65641,81211.93876,10092.3351
434716,21031.04881,87634.99436,1685.6888
101398,18473.45201,77884.15656,4490.3262
87819,26422.34661,83202.79536,4679.2396
301461,25463.24781,78160.26076,8326.7214
331448,24097.25861,88012.82116,2383.2152
261246,21031.04881,78465.42856,7745.4494
77092,18386.26121,78087.60176,7149.6456
319980,19316.29641,81502.57476,2281.4926
31780,22353.44261,78189.32436,6219.6104
386799,24736.65781,87605.93076,2601.1922
644807,25594.03401,83478.89956,3262.3891
510179,20754.94461,86239.94156,4156.0948
463650,24794.78501,85411.62896,1540.3708
259848,19781.31401,78610.74656,7774.513000000001
323887,25506.84321,83667.81296,2426.8106
68894,21423.40741,77157.56656,7251.3682
81525,26000.92441,81270.06596,4780.9622
496858,23661.30461,84699.57076,3632.95
203442,22774.86481,80223.77636,9896.1558
459606,24446.02181,86530.57756,1598.4979999999998
154477,21176.36681,86051.02816,5245.9798
505193,24010.06781,81749.61536,4228.7538
425682,21902.95681,87823.90776,726.59
594638,18793.15161,82374.48276,3160.6665
45182,19752.25041,80688.79396,7382.1544
492268,18953.00141,82854.03216,3487.632
387242,24605.87161,87199.04036,2615.724
41729,25477.779609999998,78087.60176,7542.0042
544720,21612.32081,83856.72636,3356.8458
495357,26189.83781,82258.22836000001,3516.6956
173482,20464.30861,81967.59236000001,9373.011
105239,20725.88101,79569.84536,4446.7308
237632,19839.44121,82955.75476,8137.808000000001
316506,20101.013609999998,85513.35156,2325.0879999999997
275422,23981.00421,83072.00916,8617.3574
336159,24722.12601,87751.24876,2048.9838
11240,22048.27481,85382.56536000001,6655.5644
243973,18458.92021,78073.06996000001,8065.149
557688,19083.78761,82330.88736000001,3138.8688
661791,18473.45201,77850.24902,4495.170133
338278,19795.84581,82708.71416,1961.793
566843,25492.31141,82127.44216,3008.0826
396894,21830.29781,86298.06876000001,973.6306
486490,25535.90681,84292.68036,3545.7592
550219,25928.26541,81633.36096,3051.678
586551,20987.45341,87867.50316000001,3167.9324
453742,21278.08941,85440.69256,1380.521
543948,25114.48461,86603.23656,3342.3140000000003
620786,19054.724009999998,81546.17016000001,3727.4067
90748,26073.58341,81982.12416,4940.812
416345,22048.27481,87344.35836,392.3586
69258,17339.97161,81037.55716,7265.9
660416,18856.12274,78242.60762000001,6321.3330000000005
438948,19752.25041,83246.39076000001,1903.6658
102145,26247.96501,81909.46516,4490.3262
141438,21234.49401,86559.64116,5129.7254
128106,26960.023210000003,78436.36496,5725.5292
164829,23196.28701,77898.68836,9227.693000000001
487539,18676.89721,79816.88596,3545.7592
374873,19388.95541,79845.94956000001,2586.6604
98489,25114.48461,81778.67896,4475.7944
512531,22062.80661,87925.63036,4185.1584
26269,25666.69301,77491.79796,5812.72
141085,25288.86621,76779.73976,5129.7254
50922,21873.89321,76503.63556,7672.7904
66850,19941.16381,79046.70056,6931.6686
109914,25623.09761,82476.20536,4577.517
207213,21350.74841,80863.17556,10186.7918
452098,20507.90401,85004.73856,1467.7118
651080,20580.563009999998,79090.29596,8944.3229
243740,23021.90541,77433.67076000001,8065.149
469694,18778.61981,83551.55856,3734.6726
262776,21873.89321,76329.25396,7789.0448
360754,19694.123209999998,80194.71276000001,2775.5738
268862,22382.50621,84452.53016000001,7905.2992
174255,20260.863409999998,80863.17556,9387.5428
595884,24068.19501,87133.64726,741.1218
210630,20871.19901,80863.17556,10041.4738
596412,19272.70101,79119.35956,3029.8803
657585,22963.77821,86128.53109,3826.707333
224670,19011.12861,78697.93736,9532.8608
229392,23574.11381,79715.16336,9794.4332
360634,19054.724009999998,82229.16476,2775.5738
487823,23298.00961,86457.91856,3531.2274
386605,19752.25041,82679.65056000001,2615.724
511421,23675.83641,81342.72496,4156.0948
545358,19447.082609999998,79700.63156000001,3080.7416
421526,24576.80801,86559.64116,930.0352
311924,23167.22341,79221.08216,8428.444
384984,25056.35741,85963.83736,2702.9148
409528,22353.44261,86850.27716,639.3992
625488,21132.77141,86937.46796000001,1838.2727
115670,26189.83781,83900.32176,4562.9852
408115,20740.412809999998,84002.04436,1249.7348
642104,20653.222009999998,83130.13636,1533.1049
292143,25434.18421,82229.16476,8733.6118
522134,26509.53741,81589.76556,4330.4764
51059,20115.54541,78407.30136,7658.2586
508900,26146.24241,80558.00776000001,4243.2856
660787,26092.95914,77927.75196000001,5672.245933
437212,24881.97581,86080.09176,1700.2206
395882,24155.38581,86356.19596,988.1624
290232,19679.59141,80993.96176,8704.5482
412275,22324.37901,87751.24876,697.5264
521468,20914.79441,86239.94156,4315.9446
535882,26029.98801,83595.15396,4127.0312
414507,22019.211209999998,87300.76296000001,465.0176
325329,19577.86881,84278.14856,2470.406
72298,21467.002809999998,84903.01596,7280.4318
108155,24126.32221,87547.80356,4592.0488
159060,23196.28701,78654.34196,9300.351999999999
578420,22019.211209999998,88187.20276,3473.1002
164051,25346.99341,78276.51516,9213.1612
611087,18960.26731,76736.14436,4243.2856
409255,24344.29921,86661.36376000001,1220.6712
247388,17688.734809999998,78073.06996000001,8268.5942
247269,20493.372209999998,82781.37316,8254.0624
50389,21830.29781,84118.29876,7643.7268
76271,25826.54281,77913.22016,7178.7092
617719,20704.083309999998,86254.47336,1961.793
